poliza_id,edad_conductor,sexo,estado_civil,nivel_estudios,ocupacion,zona_residencia,region,antiguedad_cliente_anios,ingreso_mensual_mxn,score_crediticio,prima_mensual_mxn,suma_asegurada_mxn,deducible_pct,historial_siniestros_3_anios,km_anuales,edad_vehiculo_anios,tipo_vehiculo,uso_vehiculo,segmento_marca,metodo_pago,canal_venta,tiene_gps,asistencia_vial,mantenimiento_al_dia,dias_hasta_renovacion,puntaje_riesgo_zona,numero_siniestros_12m,costo_esperado_anual_mxn,riesgo_alto,clase_costo
POL-01185,27,Femenino,Casado,Secundaria,Profesor,Rural,Norte,1.7,15863.0,568.0,727.0,688771.0,5,0,21418.0,3.7,Sedan,Particular,Premium,Anual,Agente,No,Si,,352,29.4,0,14734,1,Alto
POL-01186,52,Femenino,Casado,Secundaria,Independiente,Urbana,Norte,2.4,17438.0,542.0,350.0,167488.0,15,0,16302.0,2.3,Sedan,Particular,Economico,Anual,Broker,No,No,Si,92,56.9,0,4194,0,Bajo
POL-01187,27,Femenino,Soltero,Secundaria,Empleado,Suburbana,Occidente,3.6,10689.0,,350.0,230399.0,5,0,18314.0,8.5,Sedan,Particular,Economico,Trimestral,Agente,Si,Si,Si,94,49.2,0,14567,1,Alto
POL-01188,37,Femenino,Casado,Posgrado,Independiente,Rural,Bajio,14.6,25124.0,609.0,479.0,164069.0,3,1,17510.0,12.7,Compacto,Particular,Economico,Trimestral,Banco,No,Si,Si,23,29.0,0,2944,0,Bajo
POL-01189,47,Masculino,Divorciado,Licenciatura,Empleado,Urbana,Bajio,1.6,,719.0,794.0,392643.0,5,1,14832.0,2.5,SUV,Particular,Medio,Mensual,Agente,Si,No,Si,135,56.5,0,6106,0,Medio
POL-01190,27,Masculino,Casado,Licenciatura,Independiente,Rural,Occidente,10.3,42083.0,706.0,401.0,434989.0,3,0,10770.0,3.0,Pickup,Particular,Medio,Anual,Agente,No,No,Si,333,51.2,0,5058,0,Medio
POL-01191,41,Masculino,Soltero,Preparatoria,Profesor,Urbana,Sur,1.3,33994.0,636.0,352.0,664135.0,3,0,15048.0,11.1,Sedan,Particular,Premium,Anual,Agente,Si,Si,Si,132,64.1,0,11128,0,Medio
POL-01192,23,Femenino,Casado,Preparatoria,Empleado,Suburbana,Occidente,18.1,18810.0,563.0,661.0,631789.0,10,0,20927.0,15.6,Sedan,Particular,Premium,Mensual,Agente,No,No,Si,53,53.5,0,11917,1,Alto
POL-01193,32,Masculino,Casado,Secundaria,Profesor,Suburbana,Centro,4.4,11508.0,688.0,350.0,190756.0,5,0,13072.0,7.2,SUV,Particular,Economico,Trimestral,Online,No,Si,No,291,40.1,0,2078,0,Bajo
POL-01194,44,Masculino,Casado,Preparatoria,Independiente,Rural,Occidente,2.5,27913.0,574.0,350.0,330633.0,10,1,20413.0,3.5,Compacto,Particular,Medio,Mensual,Agente,No,No,Si,111,41.6,0,3183,0,Bajo
POL-01195,19,Masculino,Soltero,Preparatoria,Empleado,Urbana,Occidente,3.8,40527.0,593.0,1341.0,398953.0,5,0,19554.0,10.5,SUV,Taxi/Plataforma,Medio,Mensual,Agente,No,No,No,130,63.9,0,9096,0,Medio
POL-01196,46,Masculino,Soltero,Licenciatura,Independiente,Suburbana,Sur,1.3,33328.0,577.0,808.0,564801.0,5,1,13856.0,4.5,Compacto,Trabajo,Premium,Anual,Agente,No,No,Si,277,43.6,0,11580,1,Alto
POL-01197,40,Masculino,Casado,Preparatoria,Empleado,Urbana,Centro,1.3,39945.0,640.0,724.0,196334.0,5,1,23138.0,3.5,Compacto,Particular,Economico,Trimestral,Banco,No,No,No,263,64.6,0,4925,0,Medio
POL-01198,47,Masculino,Divorciado,Secundaria,Otro,Urbana,Norte,0.5,19580.0,738.0,549.0,165830.0,3,0,13544.0,3.9,Sedan,Particular,Economico,Mensual,Agente,No,No,Si,77,49.9,1,11549,1,Alto
POL-01199,43,Femenino,Soltero,Secundaria,Independiente,Suburbana,Norte,0.5,17020.0,650.0,1015.0,703192.0,5,1,23803.0,7.9,Sedan,Particular,Premium,Trimestral,Agente,Si,Si,Si,262,53.5,0,9335,0,Medio
POL-01200,58,Masculino,Divorciado,Secundaria,Estudiante,Urbana,Bajio,1.7,14669.0,617.0,477.0,220961.0,5,0,17888.0,5.5,Pickup,Particular,Economico,Anual,Online,No,Si,No,67,61.8,0,2013,0,Bajo
POL-01201,42,Masculino,Soltero,Preparatoria,Empleado,Suburbana,Norte,5.8,85336.0,536.0,350.0,415710.0,5,0,15413.0,7.0,SUV,Particular,Medio,Trimestral,Broker,No,Si,Si,61,47.9,0,8633,0,Medio
POL-01202,34,Masculino,Casado,Posgrado,Independiente,Urbana,Sur,3.7,21069.0,691.0,1056.0,665909.0,10,1,10617.0,8.6,Sedan,Particular,Premium,Mensual,Banco,Si,No,Si,362,71.8,0,9842,0,Medio
POL-01203,42,Masculino,Casado,Licenciatura,Estudiante,Urbana,Sur,0.4,24648.0,591.0,678.0,439807.0,3,0,15015.0,4.6,SUV,Particular,Medio,Mensual,Broker,No,Si,No,174,68.5,0,8318,0,Medio
POL-01204,47,Femenino,Casado,Licenciatura,Estudiante,Suburbana,Centro,7.6,20490.0,659.0,424.0,260104.0,5,1,14379.0,9.2,SUV,Trabajo,Economico,Anual,Agente,No,Si,No,279,47.5,0,3474,0,Bajo
POL-01205,41,Femenino,Divorciado,Preparatoria,Empleado,Urbana,Occidente,3.7,20441.0,623.0,478.0,142722.0,10,1,8579.0,5.4,Compacto,Trabajo,Economico,Mensual,Banco,No,No,Si,235,56.1,0,943,0,Bajo
POL-01206,41,Masculino,Soltero,Preparatoria,Empleado,Urbana,Bajio,13.0,14352.0,713.0,559.0,213355.0,5,1,14303.0,3.9,Sedan,Particular,Economico,Anual,Banco,Si,No,Si,135,75.6,0,6504,0,Medio
POL-01207,31,Masculino,Casado,Secundaria,Empleado,Rural,Occidente,4.4,36927.0,638.0,1116.0,777023.0,10,1,11079.0,2.0,Sedan,Particular,Premium,Anual,Broker,No,No,Si,223,31.3,0,16565,1,Alto
POL-01208,31,Masculino,Soltero,Licenciatura,Empleado,Urbana,Bajio,0.8,22946.0,646.0,714.0,788488.0,5,0,18723.0,4.5,SUV,Particular,Premium,Trimestral,Agente,No,Si,No,88,70.0,0,13442,1,Alto
POL-01209,22,Femenino,Casado,Licenciatura,Empleado,Suburbana,Centro,2.6,19987.0,686.0,551.0,431659.0,15,1,22685.0,11.7,Pickup,Particular,Medio,Mensual,Broker,Si,Si,Si,106,37.2,0,7616,0,Medio
POL-01210,63,Femenino,Casado,Secundaria,Independiente,Urbana,Centro,4.2,14584.0,808.0,350.0,407118.0,5,0,8752.0,8.4,Pickup,Trabajo,Medio,Mensual,Agente,No,Si,No,40,72.3,0,8792,0,Medio
POL-01211,24,Masculino,Casado,Preparatoria,Empleado,Urbana,Bajio,0.1,10575.0,717.0,471.0,147494.0,15,0,24918.0,7.0,Compacto,Trabajo,Economico,Trimestral,Online,No,Si,Si,185,73.1,0,500,0,Bajo
POL-01212,31,Masculino,Soltero,Preparatoria,Empleado,Urbana,Bajio,0.1,,643.0,350.0,235423.0,5,1,14793.0,2.6,Compacto,Particular,Medio,Mensual,Agente,No,Si,Si,187,49.7,0,6098,0,Medio
POL-01213,31,Masculino,Divorciado,Licenciatura,Empleado,Urbana,Bajio,0.6,29847.0,650.0,350.0,247004.0,10,0,10137.0,3.8,SUV,Particular,Economico,Trimestral,Agente,No,Si,Si,365,68.6,0,7009,0,Medio
POL-01214,52,Femenino,Soltero,Posgrado,Independiente,Urbana,Occidente,1.2,9006.0,611.0,866.0,250206.0,10,2,19668.0,7.7,Sedan,Particular,Medio,Trimestral,Online,No,Si,Si,8,67.9,0,6133,0,Medio
POL-01215,36,Masculino,Soltero,Licenciatura,Estudiante,Urbana,Bajio,2.2,33474.0,579.0,1510.0,367901.0,5,1,13045.0,8.8,SUV,Taxi/Plataforma,Medio,Mensual,Agente,Si,No,Si,179,70.6,0,5557,0,Medio
POL-01216,56,Femenino,Casado,Licenciatura,,Urbana,Sur,2.7,36540.0,609.0,626.0,429614.0,10,1,15050.0,8.5,Pickup,Particular,Medio,Trimestral,Banco,No,Si,Si,185,67.9,0,10520,0,Medio
POL-01217,31,Masculino,Casado,Secundaria,Estudiante,Urbana,Bajio,0.6,23558.0,592.0,536.0,645761.0,5,1,13276.0,6.2,Compacto,Particular,Premium,Mensual,Online,No,Si,Si,81,57.3,0,12337,1,Alto
POL-01218,44,Femenino,Casado,Secundaria,Empresario,Urbana,Occidente,4.5,52985.0,699.0,1208.0,303480.0,5,0,11008.0,3.2,Deportivo,Trabajo,Economico,Mensual,Online,No,No,Si,176,63.3,0,4910,0,Medio
POL-01219,29,Femenino,Casado,Secundaria,Independiente,Urbana,Norte,3.6,,570.0,357.0,421073.0,5,0,19482.0,8.8,SUV,Particular,Medio,Mensual,Agente,Si,No,Si,93,78.3,0,5484,0,Medio
POL-01220,68,Masculino,Soltero,Secundaria,Independiente,Urbana,Bajio,1.4,10092.0,750.0,350.0,222824.0,3,0,13925.0,3.8,SUV,Trabajo,Economico,Anual,Broker,Si,No,Si,115,56.1,0,2173,0,Bajo
POL-01221,25,Masculino,Casado,Licenciatura,Independiente,Rural,Norte,0.1,,,584.0,358431.0,5,2,7598.0,8.9,Sedan,Particular,Medio,Mensual,Online,Si,Si,,159,44.6,1,14258,1,Alto
POL-01222,44,Femenino,Casado,Licenciatura,Independiente,Suburbana,Occidente,0.3,25172.0,652.0,741.0,334752.0,15,1,18531.0,4.5,Sedan,Particular,Medio,Mensual,Agente,No,No,Si,244,59.2,0,5867,0,Medio
POL-01223,48,Masculino,Soltero,Secundaria,,Suburbana,Norte,2.0,15788.0,,408.0,198856.0,10,2,8869.0,12.9,Sedan,Particular,Economico,Mensual,Banco,Si,No,,282,42.1,0,3837,0,Bajo
POL-01224,45,Femenino,Casado,Licenciatura,Independiente,Urbana,Occidente,0.7,30159.0,608.0,1006.0,168491.0,10,0,9157.0,4.2,Sedan,Taxi/Plataforma,Economico,Mensual,Agente,No,No,No,212,53.7,0,3132,0,Bajo
POL-01225,38,Femenino,Casado,Secundaria,Estudiante,Rural,Occidente,1.9,,670.0,452.0,199222.0,5,0,22059.0,4.2,SUV,Trabajo,,Mensual,Agente,No,Si,Si,151,31.9,0,500,0,Bajo
POL-01226,38,Femenino,Casado,Preparatoria,Independiente,Suburbana,Centro,4.0,37934.0,732.0,350.0,188107.0,5,1,8920.0,5.1,Sedan,Trabajo,Economico,Mensual,Online,Si,Si,No,165,53.2,0,3394,0,Bajo
POL-01227,41,Femenino,Casado,Preparatoria,Empresario,Suburbana,Bajio,3.2,13573.0,597.0,629.0,407442.0,5,2,2760.0,3.3,Pickup,Particular,Medio,Anual,Online,No,No,Si,142,39.8,1,13468,1,Alto
POL-01228,38,Masculino,Casado,Preparatoria,Empleado,Urbana,Norte,1.1,12798.0,,385.0,225820.0,5,1,18926.0,2.9,SUV,Trabajo,Economico,Mensual,Agente,Si,No,Si,24,63.9,0,6506,0,Medio
POL-01229,53,Femenino,Casado,Preparatoria,,Rural,Occidente,1.7,20665.0,703.0,453.0,415523.0,3,1,13829.0,3.2,SUV,Particular,Medio,Trimestral,Agente,No,No,Si,199,53.0,0,8642,0,Medio
POL-01230,69,Masculino,Casado,Preparatoria,Empleado,Suburbana,Centro,3.8,,674.0,554.0,261159.0,10,1,14303.0,10.9,SUV,Particular,Economico,Mensual,Broker,Si,No,Si,232,49.6,0,3341,0,Bajo
POL-01231,33,Masculino,Soltero,Preparatoria,Independiente,Suburbana,Centro,7.9,24076.0,566.0,461.0,351676.0,10,0,13770.0,3.0,Sedan,Particular,Medio,Anual,Agente,Si,No,,3,43.8,0,4987,0,Medio
POL-01232,22,Femenino,Casado,Posgrado,Independiente,Urbana,Centro,5.6,14623.0,595.0,1953.0,530801.0,5,1,16774.0,4.2,Deportivo,Particular,Medio,Mensual,Agente,Si,No,Si,287,66.0,0,12345,1,Alto
POL-01233,39,Masculino,Casado,Secundaria,Profesor,Urbana,Occidente,3.2,16655.0,586.0,350.0,156891.0,3,1,11360.0,16.4,Sedan,Particular,Economico,Anual,Broker,No,No,No,172,64.5,0,1025,0,Bajo
POL-01234,74,Femenino,Casado,Secundaria,,Urbana,Centro,1.8,11797.0,596.0,403.0,333849.0,5,0,23619.0,9.0,Compacto,Trabajo,Medio,Trimestral,Agente,No,Si,Si,183,68.6,1,28478,1,Alto
POL-01235,30,Masculino,Soltero,Secundaria,Independiente,Urbana,Bajio,1.8,19443.0,,725.0,264648.0,5,1,7381.0,9.0,Sedan,Particular,Medio,Trimestral,Online,No,Si,Si,250,78.0,0,4773,0,Medio
POL-01236,61,Femenino,Divorciado,Licenciatura,Independiente,Suburbana,Centro,8.5,39738.0,630.0,408.0,213108.0,5,2,17947.0,15.1,SUV,Particular,Economico,Anual,Agente,Si,No,Si,290,53.2,0,5441,0,Medio
POL-01237,62,Femenino,Casado,Secundaria,Profesor,Urbana,Centro,0.2,21948.0,601.0,751.0,345762.0,5,0,19032.0,5.0,Sedan,Particular,Medio,Mensual,Online,No,No,No,285,81.3,0,5350,0,Medio
POL-01238,33,Femenino,Soltero,Licenciatura,Empleado,Urbana,Centro,17.7,35294.0,593.0,453.0,219118.0,5,1,11322.0,1.4,Sedan,Particular,Economico,Trimestral,Agente,Si,Si,Si,358,68.6,0,3240,0,Bajo
POL-01239,47,Femenino,Casado,Preparatoria,,Urbana,Centro,4.4,48985.0,633.0,350.0,219937.0,10,0,9869.0,8.5,SUV,Particular,Economico,Mensual,Broker,No,No,Si,111,58.9,0,2153,0,Bajo
POL-01240,61,Femenino,Divorciado,Preparatoria,Independiente,Urbana,Sur,4.6,15921.0,663.0,665.0,433420.0,5,0,21094.0,4.7,Pickup,Particular,Medio,Trimestral,Agente,No,No,No,304,83.3,0,9958,0,Medio
POL-01241,35,Masculino,Soltero,Licenciatura,Independiente,Urbana,Bajio,0.2,19854.0,,350.0,162058.0,10,0,10050.0,16.5,Sedan,Trabajo,Economico,Anual,Online,No,Si,No,349,64.0,0,3657,0,Bajo
POL-01242,37,Masculino,Divorciado,Secundaria,Otro,Suburbana,Occidente,3.7,72617.0,737.0,650.0,406124.0,5,0,12163.0,1.3,SUV,Particular,Medio,Anual,Broker,No,Si,Si,338,41.6,0,4938,0,Medio
POL-01243,32,Masculino,Casado,Secundaria,Estudiante,Suburbana,Centro,2.7,48688.0,688.0,1155.0,156795.0,5,3,20380.0,2.9,Sedan,Trabajo,Economico,Mensual,Broker,Si,No,No,129,68.6,1,8260,0,Medio
POL-01244,27,Masculino,Casado,Preparatoria,Estudiante,Urbana,Norte,0.4,8769.0,531.0,656.0,205627.0,10,1,15691.0,3.7,SUV,Trabajo,Economico,Mensual,Agente,Si,Si,Si,186,59.1,0,5411,0,Medio
POL-01245,32,Femenino,Soltero,Licenciatura,Profesor,Urbana,Occidente,1.3,27221.0,689.0,350.0,298112.0,5,1,5616.0,5.1,Compacto,Particular,Medio,Mensual,Banco,Si,No,No,28,58.8,0,7030,0,Medio
POL-01246,24,Femenino,Soltero,Secundaria,Empleado,Urbana,Bajio,8.8,22007.0,695.0,1072.0,258210.0,3,3,25109.0,2.2,Compacto,Particular,Medio,Mensual,Agente,Si,Si,Si,157,60.6,0,6624,0,Medio
POL-01247,40,Femenino,Divorciado,Secundaria,Independiente,Urbana,Centro,3.2,,617.0,912.0,446542.0,3,1,12585.0,6.6,SUV,Particular,Medio,Mensual,Online,No,No,No,234,66.3,1,16361,1,Alto
POL-01248,30,Femenino,Soltero,Posgrado,Empleado,Suburbana,Sur,2.1,14604.0,538.0,697.0,176715.0,10,1,13285.0,3.6,Sedan,Particular,Economico,Mensual,Agente,Si,No,No,277,57.4,0,1888,0,Bajo
POL-01249,43,Masculino,Casado,Secundaria,Estudiante,Suburbana,Norte,0.3,13863.0,651.0,350.0,271527.0,5,0,16907.0,9.4,Sedan,Trabajo,Medio,Anual,Agente,No,Si,Si,101,28.8,0,6406,0,Medio
POL-01250,20,Masculino,Casado,Licenciatura,Independiente,Suburbana,Norte,5.0,15168.0,649.0,2544.0,1346095.0,5,0,18938.0,11.3,Deportivo,Trabajo,Premium,Mensual,Agente,No,Si,Si,224,57.4,0,131385,1,Alto
POL-01251,44,Femenino,Soltero,Licenciatura,Independiente,Suburbana,Norte,4.9,16062.0,566.0,918.0,273276.0,3,1,26286.0,4.4,Sedan,Particular,Medio,Trimestral,Online,Si,No,Si,274,45.6,0,16032,1,Alto
POL-01252,51,Femenino,Soltero,Preparatoria,Empleado,Urbana,Centro,3.8,34449.0,,1146.0,253050.0,5,0,6370.0,7.2,Compacto,Taxi/Plataforma,Medio,Mensual,Online,Si,No,Si,322,61.7,0,1481,0,Bajo
POL-01253,18,Masculino,Casado,Secundaria,Empleado,Rural,Sur,2.9,11489.0,643.0,372.0,390528.0,10,1,20043.0,5.3,SUV,Particular,Medio,Trimestral,Agente,Si,Si,Si,231,55.7,0,8876,0,Medio
POL-01254,45,Masculino,Viudo,Secundaria,Empresario,Suburbana,Centro,2.3,15621.0,633.0,1960.0,365565.0,10,1,19587.0,5.1,Deportivo,Trabajo,,Anual,Online,Si,Si,No,341,51.7,1,13395,1,Alto
POL-01255,56,Femenino,Soltero,Licenciatura,Estudiante,Rural,Sur,3.6,8224.0,619.0,466.0,211225.0,5,0,14746.0,2.1,SUV,Particular,Economico,Trimestral,Broker,No,Si,Si,273,45.6,0,4628,0,Bajo
POL-01256,24,Masculino,Soltero,Licenciatura,Profesor,Urbana,Centro,1.1,,644.0,350.0,201320.0,5,0,19830.0,4.9,SUV,Trabajo,Economico,Mensual,Online,No,Si,Si,364,64.6,1,9898,0,Medio
POL-01257,62,Masculino,Soltero,Licenciatura,Empleado,Rural,Bajio,11.3,44261.0,567.0,622.0,894798.0,15,0,20639.0,8.9,Pickup,Particular,Premium,Mensual,Online,No,No,Si,112,48.1,0,17966,1,Alto
POL-01258,45,Femenino,Casado,Posgrado,Independiente,Suburbana,Centro,3.6,,617.0,1677.0,315787.0,5,0,7899.0,6.7,Deportivo,Particular,Economico,Anual,Broker,No,No,Si,138,62.9,0,4206,0,Bajo
POL-01259,31,Femenino,Casado,Licenciatura,Profesor,Suburbana,Bajio,1.5,18675.0,690.0,1851.0,544583.0,10,1,25124.0,2.9,Deportivo,Particular,Medio,Mensual,Online,Si,Si,Si,215,30.2,0,12043,1,Alto
POL-01260,39,Masculino,Divorciado,Secundaria,Independiente,Urbana,Sur,2.4,28228.0,624.0,350.0,249395.0,3,0,6927.0,2.1,Pickup,Particular,Economico,Trimestral,Agente,Si,No,Si,313,73.7,0,3663,0,Bajo
POL-01261,47,Masculino,Casado,Preparatoria,,Suburbana,Bajio,6.6,198008.0,525.0,531.0,235420.0,5,0,9256.0,4.8,Compacto,Particular,Medio,Mensual,Online,No,No,No,273,62.4,0,6605,0,Medio
POL-01262,41,Masculino,Casado,Licenciatura,Independiente,Rural,Occidente,0.7,27544.0,615.0,350.0,182999.0,10,0,14060.0,3.3,SUV,Trabajo,Economico,Mensual,Agente,Si,Si,No,327,46.0,0,3430,0,Bajo
POL-01263,47,Femenino,Soltero,Secundaria,Empleado,Suburbana,Sur,1.4,14990.0,570.0,636.0,351584.0,5,0,26087.0,3.6,Compacto,Particular,Medio,Anual,Banco,Si,No,No,348,44.6,0,8567,0,Medio
POL-01264,28,Femenino,Viudo,Secundaria,Empleado,Suburbana,Norte,4.6,9031.0,670.0,350.0,154925.0,10,0,13805.0,3.4,Compacto,Particular,Economico,Mensual,Broker,No,No,No,183,40.8,0,2427,0,Bajo
POL-01265,42,Masculino,Soltero,Licenciatura,Otro,Rural,Centro,1.5,11914.0,674.0,892.0,829661.0,10,1,15324.0,5.4,SUV,Trabajo,Premium,Mensual,Agente,No,Si,Si,311,60.9,0,13408,1,Alto
POL-01266,22,Masculino,Soltero,Preparatoria,Independiente,Urbana,Norte,6.3,,526.0,553.0,364172.0,5,0,23376.0,7.5,SUV,Trabajo,Medio,Mensual,Agente,No,Si,No,193,57.8,0,7335,0,Medio
POL-01267,39,Femenino,Casado,Posgrado,Independiente,Suburbana,Centro,0.6,15342.0,707.0,350.0,445496.0,10,0,13848.0,3.2,SUV,Particular,Medio,Anual,Agente,Si,Si,Si,278,62.1,0,6791,0,Medio
POL-01268,28,Masculino,Casado,Licenciatura,Empleado,Urbana,Bajio,5.8,24490.0,567.0,350.0,211047.0,3,0,9019.0,3.1,SUV,Trabajo,Economico,Mensual,Agente,No,Si,Si,271,68.1,0,2642,0,Bajo
POL-01269,30,Masculino,Casado,Secundaria,Estudiante,Rural,Centro,0.3,16231.0,767.0,350.0,109519.0,10,0,13205.0,2.3,Compacto,Particular,Economico,Anual,Banco,Si,Si,Si,299,58.4,0,3571,0,Bajo
POL-01270,56,Masculino,Casado,Posgrado,,Urbana,Occidente,0.1,36879.0,646.0,686.0,373688.0,15,0,23039.0,5.9,SUV,Particular,Medio,Mensual,Online,No,No,Si,71,62.5,0,4159,0,Bajo
POL-01271,54,Masculino,Casado,Preparatoria,Independiente,Urbana,Occidente,9.1,11515.0,557.0,350.0,174023.0,15,0,15890.0,8.7,Sedan,Particular,Economico,Anual,Agente,Si,Si,Si,195,52.1,1,9691,0,Medio
POL-01272,48,Masculino,Soltero,Preparatoria,Independiente,Suburbana,Occidente,3.5,51953.0,564.0,477.0,220454.0,10,0,26119.0,5.0,SUV,Particular,,Anual,Banco,Si,No,Si,269,50.0,0,3280,0,Bajo
POL-01273,26,Femenino,Casado,Preparatoria,Empleado,Suburbana,Occidente,1.7,35873.0,676.0,350.0,312448.0,5,0,19559.0,7.5,Sedan,Particular,,Mensual,Agente,No,Si,Si,330,38.1,0,3033,0,Bajo
POL-01274,36,Masculino,Casado,Secundaria,Empresario,Suburbana,Centro,1.1,56987.0,621.0,350.0,208244.0,10,0,11954.0,10.1,SUV,Particular,Economico,Mensual,Broker,No,No,Si,239,71.4,0,3924,0,Bajo
POL-01275,56,Femenino,Casado,Preparatoria,Estudiante,Rural,Occidente,3.8,29607.0,643.0,350.0,139974.0,10,0,15781.0,6.2,Compacto,Particular,Economico,Mensual,Agente,No,No,Si,107,47.0,0,2510,0,Bajo
POL-01276,42,Masculino,Casado,Secundaria,Empleado,Rural,Norte,2.8,17367.0,771.0,435.0,385950.0,3,0,10807.0,3.0,SUV,Trabajo,Medio,Trimestral,Online,Si,No,Si,291,48.2,1,18333,1,Alto
POL-01277,70,Femenino,Soltero,Preparatoria,Empleado,Urbana,Bajio,19.1,45553.0,598.0,350.0,125585.0,3,0,11824.0,2.8,Compacto,Particular,Economico,Mensual,Agente,No,Si,No,299,71.2,0,1346,0,Bajo
POL-01278,45,Masculino,Casado,Preparatoria,Empleado,Urbana,Sur,16.3,21603.0,654.0,1382.0,142315.0,5,0,40135.0,3.1,Sedan,Taxi/Plataforma,Economico,Mensual,Agente,No,Si,Si,99,59.5,0,4485,0,Bajo
POL-01279,42,Femenino,Casado,Licenciatura,Estudiante,Urbana,Bajio,4.0,24841.0,756.0,350.0,275219.0,3,0,21102.0,13.8,Compacto,Particular,Medio,Mensual,Banco,No,No,Si,80,,0,5216,0,Medio
POL-01280,36,Femenino,Soltero,Licenciatura,Otro,Urbana,Centro,2.3,21488.0,670.0,1424.0,228119.0,10,0,20236.0,16.0,SUV,Taxi/Plataforma,Economico,Mensual,Online,Si,No,Si,269,65.9,0,3248,0,Bajo
POL-01281,42,Femenino,Casado,Secundaria,Empleado,Urbana,Norte,2.7,6000.0,530.0,596.0,355615.0,5,0,12073.0,4.3,Sedan,Particular,Medio,Mensual,Broker,Si,No,No,348,80.6,0,6380,0,Medio
POL-01282,38,Femenino,Viudo,Preparatoria,,Rural,Centro,4.6,53178.0,688.0,506.0,235661.0,5,0,24133.0,9.8,Pickup,Trabajo,Economico,Anual,Online,No,Si,Si,16,,0,2719,0,Bajo
POL-01283,49,Masculino,Casado,Preparatoria,Empleado,Suburbana,Centro,0.4,28821.0,563.0,1680.0,499133.0,5,0,21547.0,10.8,Deportivo,Particular,Medio,Anual,Broker,No,No,Si,192,44.2,0,10004,0,Medio
POL-01284,52,Masculino,Divorciado,Secundaria,Otro,Urbana,Centro,1.6,26376.0,756.0,684.0,142622.0,10,2,25849.0,2.1,Sedan,Particular,Economico,Mensual,Broker,No,No,Si,211,62.1,1,18283,1,Alto
POL-01285,30,Masculino,Soltero,Licenciatura,Independiente,Urbana,Occidente,0.3,21265.0,588.0,1179.0,202204.0,15,3,25582.0,13.4,SUV,Particular,Economico,Trimestral,Agente,Si,No,Si,352,59.6,0,6672,0,Medio
POL-01286,23,Femenino,Soltero,Licenciatura,Profesor,Suburbana,Centro,0.3,24069.0,850.0,410.0,160957.0,3,0,7365.0,4.6,Compacto,Particular,Economico,Trimestral,Online,No,Si,Si,125,38.3,1,3609,0,Bajo
POL-01287,18,Femenino,Soltero,Secundaria,Estudiante,Urbana,Occidente,0.9,15840.0,760.0,595.0,213990.0,10,0,9396.0,4.4,Sedan,Particular,Economico,Trimestral,Banco,No,No,No,309,43.4,0,2208,0,Bajo
POL-01288,47,Femenino,Casado,Preparatoria,Independiente,Urbana,Bajio,2.7,30882.0,590.0,625.0,434813.0,5,2,9979.0,2.4,Pickup,Particular,Medio,Mensual,Agente,Si,No,Si,125,50.4,0,9084,0,Medio
POL-01289,26,Femenino,Soltero,Secundaria,Profesor,Rural,Occidente,6.1,10720.0,652.0,350.0,194507.0,5,1,10308.0,13.9,SUV,Particular,Economico,Mensual,Banco,No,No,Si,129,50.8,1,12745,1,Alto
POL-01290,18,Masculino,Soltero,Licenciatura,Empleado,Rural,Norte,2.7,24371.0,707.0,378.0,287934.0,10,0,17279.0,5.6,Sedan,Particular,Medio,Trimestral,Online,Si,No,Si,144,41.9,1,14355,1,Alto
POL-01291,45,Femenino,Divorciado,Secundaria,Estudiante,Urbana,Norte,1.6,29961.0,709.0,767.0,792531.0,5,0,12383.0,13.1,Pickup,Particular,Premium,Trimestral,Online,Si,Si,Si,255,71.7,0,13730,1,Alto
POL-01292,72,Femenino,Casado,Posgrado,Empleado,Rural,Norte,0.3,19723.0,683.0,418.0,304784.0,5,0,26899.0,10.5,Sedan,Particular,Medio,Mensual,Agente,No,No,No,22,37.3,0,5430,0,Medio
POL-01293,40,Femenino,Casado,Licenciatura,Profesor,Urbana,Centro,3.2,26978.0,744.0,350.0,175028.0,5,0,25976.0,4.3,Compacto,Particular,Economico,Mensual,Banco,No,Si,No,213,64.2,1,8390,0,Medio
POL-01294,51,Femenino,Soltero,Preparatoria,Empleado,Suburbana,Occidente,1.3,12754.0,641.0,868.0,207852.0,3,2,15464.0,5.7,Sedan,Particular,Economico,Mensual,Agente,No,No,Si,128,62.9,0,4058,0,Bajo
POL-01295,41,Masculino,Soltero,Licenciatura,Empleado,Urbana,Norte,3.8,12934.0,622.0,671.0,636702.0,3,0,26254.0,3.5,Sedan,Particular,Premium,Mensual,Banco,Si,Si,Si,11,77.4,0,12526,1,Alto
POL-01296,39,Masculino,Soltero,Posgrado,Empleado,Urbana,Bajio,15.1,,624.0,457.0,408885.0,3,1,23685.0,3.8,SUV,Trabajo,Medio,Mensual,Online,Si,Si,No,140,72.5,0,7346,0,Medio
POL-01297,52,Femenino,Casado,Licenciatura,Estudiante,Rural,Sur,0.5,31952.0,714.0,350.0,363492.0,5,0,13021.0,6.9,SUV,Particular,Medio,Mensual,Agente,No,No,Si,267,43.6,0,3957,0,Bajo
POL-01298,36,Femenino,Divorciado,Secundaria,Empresario,Urbana,Occidente,1.0,,677.0,370.0,146609.0,3,1,4449.0,8.2,Sedan,Trabajo,Economico,Mensual,Broker,Si,Si,Si,56,69.1,0,1479,0,Bajo
